_5_digit_ntd_id,_4_digit_ntd_id,agency,reporter_type,organization_type,agency_voms,mode,type_of_service,primary_uza_code,primary_uza_name,primary_uza_area_sq_miles,primary_uza_population,service_area_sq_miles,service_area_population,year,vehicles_operated_at_maximum_service_voms,vehicles_available_for_maximum_service_vams,rail_y_n,fixed_route_y_n,time_period,time_service_begins,time_service_ends,vehicles_passenger_cars_in_operation,actual_vehicles_passenger_car_miles,actual_vehicles_passenger_car_revenue_miles,actual_vehicles_passenger_deadhead_miles,actual_vehicles_passenger_car_hours,actual_vehicles_passenger_car_revenue_hours,actual_vehicles_passenger_car_deadhead_hours,unlinked_passenger_trips_upt,passenger_miles,days_of_service_operated,vehicles_passenger_cars_operated_in_maximum_service,vehicles_passenger_cars_available_for_maximum_service,ada_upt,scheduled_vehicles_passenger_car_revenue_miles,charter_service_hours,school_bus_hours,days_not_operated_due_to_strikes,sponsored_service_upt,trains_in_operation,train_miles,train_revenue_miles,train_deadhead_miles,train_hours,train_revenue_hours,train_deadhead_hours
20071,20071,Town of Huntington,Full Reporter,"City, County or Local Government Unit or Department of Transportation",22,MB,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,204240,2018,8,12,N,Y,Average Weekday - AM Peak,6:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
20071,20071,Town of Huntington,Full Reporter,"City, County or Local Government Unit or Department of Transportation",22,MB,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,204240,2018,8,12,N,Y,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,
20071,20071,Town of Huntington,Full Reporter,"City, County or Local Government Unit or Department of Transportation",22,MB,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,204240,2018,8,12,N,Y,Average Weekday - PM Peak,,6:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,
20071,20071,Town of Huntington,Full Reporter,"City, County or Local Government Unit or Department of Transportation",22,MB,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,204240,2018,8,12,N,Y,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,
20071,20071,Town of Huntington,Full Reporter,"City, County or Local Government Unit or Department of Transportation",22,MB,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,204240,2018,8,12,N,Y,Average Typical Weekday,6:55 AM,6:57 PM,8,1492,1398,94,94,85,9,423,1848,248,,,,1385,,,,,,,,,,,
20071,20071,Town of Huntington,Full Reporter,"City, County or Local Government Unit or Department of Transportation",22,MB,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,204240,2018,8,12,N,Y,Average Typical Saturday,9:00 AM,6:53 PM,4,696,646,50,45,42,3,199,794,55,,,,623,,,,,,,,,,,
20071,20071,Town of Huntington,Full Reporter,"City, County or Local Government Unit or Department of Transportation",22,MB,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,204240,2018,8,12,N,Y,Average Typical Sunday,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,
20071,20071,Town of Huntington,Full Reporter,"City, County or Local Government Unit or Department of Transportation",22,MB,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,204240,2018,8,12,N,Y,Annual Total,,,,405596,377887,27709,25405,23251,2154,113869,502809,,8,12,,377850,,,,,,,,,,,
20071,20071,Town of Huntington,Full Reporter,"City, County or Local Government Unit or Department of Transportation",20,DR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,200495,2020,,,N,,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,
20071,20071,Town of Huntington,Full Reporter,"City, County or Local Government Unit or Department of Transportation",20,DR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,200495,2020,,,N,,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,
20071,20071,Town of Huntington,Full Reporter,"City, County or Local Government Unit or Department of Transportation",20,DR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,200495,2020,,,N,,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,
20071,20071,Town of Huntington,Full Reporter,"City, County or Local Government Unit or Department of Transportation",20,DR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,200495,2020,,,N,,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,
20071,20071,Town of Huntington,Full Reporter,"City, County or Local Government Unit or Department of Transportation",20,DR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,200495,2020,,,N,,Average Typical Weekday,0.288194444,0.791666667,4,521,476,45,41,38,3,77,564,249,,,,,,,,,,,,,,,
20071,20071,Town of Huntington,Full Reporter,"City, County or Local Government Unit or Department of Transportation",20,DR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,200495,2020,,,N,,Average Typical Saturday,0.375,0.791666667,1,154,137,17,14,13,1,21,109,54,,,,,,,,,,,,,,,
20071,20071,Town of Huntington,Full Reporter,"City, County or Local Government Unit or Department of Transportation",20,DR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,200495,2020,,,N,,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,
20071,20071,Town of Huntington,Full Reporter,"City, County or Local Government Unit or Department of Transportation",20,DR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,200495,2020,12,16,N,,Annual Total,,,,139575,127448,12127,11024,10297,727,20576,146219,,12,16,17017,,,,,,,,,,,,
20071,20071,Town of Huntington,Full Reporter,"City, County or Local Government Unit or Department of Transportation",20,MB,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,200495,2020,,,N,,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,
20071,20071,Town of Huntington,Full Reporter,"City, County or Local Government Unit or Department of Transportation",20,MB,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,200495,2020,,,N,,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,
20071,20071,Town of Huntington,Full Reporter,"City, County or Local Government Unit or Department of Transportation",20,MB,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,200495,2020,,,N,,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,
20071,20071,Town of Huntington,Full Reporter,"City, County or Local Government Unit or Department of Transportation",20,MB,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,200495,2020,,,N,,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,
20071,20071,Town of Huntington,Full Reporter,"City, County or Local Government Unit or Department of Transportation",20,MB,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,200495,2020,,,N,,Average Typical Weekday,0.288194444,0.789583333,8,1485,1384,101,92,84,8,205,994,248,,,,1385,,,,,,,,,,,
20071,20071,Town of Huntington,Full Reporter,"City, County or Local Government Unit or Department of Transportation",20,MB,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,200495,2020,,,N,,Average Typical Saturday,0.375,0.786805556,4,711,623,88,44,42,2,85,390,56,,,,623,,,,,,,,,,,
20071,20071,Town of Huntington,Full Reporter,"City, County or Local Government Unit or Department of Transportation",20,MB,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,200495,2020,,,N,,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,
20071,20071,Town of Huntington,Full Reporter,"City, County or Local Government Unit or Department of Transportation",20,MB,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,200495,2020,8,10,N,,Annual Total,,,,409706,378151,31555,25331,23155,2176,55829,268357,,8,10,,378473,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",285,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1502968,2014,155,161,N,N,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",285,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1502968,2014,155,161,N,N,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",285,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1502968,2014,155,161,N,N,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",285,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1502968,2014,155,161,N,N,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",285,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1502968,2014,155,161,N,N,Average Typical Weekday,5:30:00,21:30:00,155,29426,24727,4699,1524,1271,253,2028,26152,255,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",285,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1502968,2014,155,161,N,N,Average Typical Saturday,5:30:00,21:30:00,99,17590,14663,2927,904,754,150,949,14663,52,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",285,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1502968,2014,155,161,N,N,Average Typical Sunday,5:30:00,21:30:00,15,2308,2004,304,124,103,21,101,2005,55,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",285,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1502968,2014,155,161,N,N,Annual Total,,,,8545207,7178076,1367131,442407,369057,73350,571997,7541648,,155,161,571997,,0,0,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",285,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1502968,2014,130,157,N,Y,Average Weekday - AM Peak,5:15:00,9:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",285,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1502968,2014,130,157,N,Y,Average Weekday - Midday,9:30:00,15:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",285,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1502968,2014,130,157,N,Y,Average Weekday - PM Peak,15:30:00,21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",285,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1502968,2014,130,157,N,Y,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",285,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1502968,2014,130,157,N,Y,Average Typical Weekday,5:00:00,23:00:00,130,27132,24598,2534,1467,1328,139,19085,134361,252,,,,24705,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",285,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1502968,2014,130,157,N,Y,Average Typical Saturday,5:00:00,22:00:00,104,20469,18557,1912,1060,959,101,12441,82984,55,,,,18626,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",285,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1502968,2014,130,157,N,Y,Average Typical Sunday,5:35:00,21:45:00,32,7902,7164,738,384,343,41,2881,32676,55,,,,7183,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",285,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1502968,2014,130,157,N,Y,Annual Total,,,,8397561,7613268,784293,449052,406327,42725,5652265,40220229,,130,157,,7645291,0,0,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2015,163,181,N,N,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2015,163,181,N,N,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2015,163,181,N,N,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2015,163,181,N,N,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2015,163,181,N,N,Average Typical Weekday,5:30:00,21:30:00,163,29844,25378,4466,1609,1357,252,2127,27441,256,,,,,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2015,163,181,N,N,Average Typical Saturday,5:30:00,21:30:00,117,17477,14862,2615,942,794,148,1170,18079,51,,,,,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2015,163,181,N,N,Average Typical Sunday,5:30:00,21:30:00,25,6739,5731,1008,363,306,57,186,3677,55,,,,,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2015,163,181,N,N,Annual Total,,,,8901950,7570150,1331800,480077,405019,75058,614471,8098728,,163,181,614471,,0,0,,0,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2015,128,157,N,Y,Average Weekday - AM Peak,5:15:00,9:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2015,128,157,N,Y,Average Weekday - Midday,9:30:00,14:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2015,128,157,N,Y,Average Weekday - PM Peak,14:30:00,22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2015,128,157,N,Y,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2015,128,157,N,Y,Average Typical Weekday,5:00:00,22:30:00,128,27169,24677,2492,1467,1328,139,17190,121018,253,,,,24804,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2015,128,157,N,Y,Average Typical Saturday,5:00:00,22:00:00,98,20492,18612,1880,1063,958,105,11770,78507,54,,,,18693,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2015,128,157,N,Y,Average Typical Sunday,5:35:00,20:45:00,37,8691,7894,797,423,373,50,3676,41691,55,,,,7927,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2015,128,157,N,Y,Annual Total,,,,8458456,7682537,775919,451911,408399,43512,5186871,36930522,,128,157,,7720798,0,0,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",300,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2016,172,180,N,N,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",300,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2016,172,180,N,N,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",300,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2016,172,180,N,N,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",300,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2016,172,180,N,N,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",300,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2016,172,180,N,N,Average Typical Weekday,5:30:00,21:30:00,172,32935,27263,5672,1713,1402,311,2214,28566,256,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",300,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2016,172,180,N,N,Average Typical Saturday,5:30:00,21:30:00,104,18755,15525,3230,976,799,177,1297,20035,53,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",300,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2016,172,180,N,N,Average Typical Sunday,5:30:00,21:30:00,45,9623,7966,1657,501,410,91,621,12290,54,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",300,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2016,172,180,N,N,Annual Total,,,,9945161,8232607,1712554,517406,423639,93767,669154,8819450,,172,180,669154,,0,0,,0,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",300,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2016,128,157,N,Y,Average Weekday - AM Peak,5:15:00,9:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",300,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2016,128,157,N,Y,Average Weekday - Midday,9:30:00,14:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",300,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2016,128,157,N,Y,Average Weekday - PM Peak,14:30:00,22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",300,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2016,128,157,N,Y,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",300,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2016,128,157,N,Y,Average Typical Weekday,5:00:00,22:30:00,119,26724,24278,2446,1454,1301,153,15342,108009,253,,,,24406,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",300,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2016,128,157,N,Y,Average Typical Saturday,5:00:00,22:00:00,87,20207,18358,1849,1028,938,90,10091,67306,56,,,,18438,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",300,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2016,128,157,N,Y,Average Typical Sunday,5:35:00,20:45:00,34,8970,8149,821,424,384,40,3367,38182,54,,,,8187,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",300,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2016,128,157,N,Y,Annual Total,,,,8377178,7610499,766679,448392,402574,45818,4628474,32954728,,128,157,,7649471,0,0,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2017,172,187,N,N,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2017,172,187,N,N,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2017,172,187,N,N,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2017,172,187,N,N,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2017,172,187,N,N,Average Typical Weekday,5:30:00,21:30:00,172,33854,28709,5145,1769,1455,314,2235,30334,255,,,,,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2017,172,187,N,N,Average Typical Saturday,5:30:00,21:30:00,117,18345,15557,2788,959,789,170,1358,15578,52,,,,,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2017,172,187,N,N,Average Typical Sunday,5:30:00,21:30:00,47,11629,9862,1767,607,499,108,1073,9682,55,,,,,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2017,172,187,N,N,Annual Total,,,,10226422,8672290,1554132,534489,439776,94713,699584,9077674,,172,187,699584,,0,0,,0,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2017,119,173,N,Y,Average Weekday - AM Peak,5:15:00,9:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2017,119,173,N,Y,Average Weekday - Midday,9:30:00,14:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2017,119,173,N,Y,Average Weekday - PM Peak,14:30:00,22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2017,119,173,N,Y,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2017,119,173,N,Y,Average Typical Weekday,5:00:00,22:30:00,119,25163,22390,2773,1386,1264,122,14008,98053,253,,,,22562,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2017,119,173,N,Y,Average Typical Saturday,5:00:00,22:00:00,87,19251,17129,2122,980,907,73,9918,73687,54,,,,17235,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2017,119,173,N,Y,Average Typical Sunday,5:35:00,20:45:00,34,9138,8131,1007,420,386,34,3671,31199,55,,,,8188,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",291,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2017,119,173,N,Y,Annual Total,,,,7908471,7036920,871551,426636,390114,36522,4296218,30606878,,119,173,,7089341,0,0,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",290,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2018,174,193,N,N,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",290,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2018,174,193,N,N,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",290,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2018,174,193,N,N,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",290,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2018,174,193,N,N,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",290,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2018,174,193,N,N,Average Typical Weekday,5:30 AM,9:30 PM,174,34582,29946,4636,1790,1479,311,2373,32196,255,,,,,,,0,,,,,,,,
