_5_digit_ntd_id,_4_digit_ntd_id,agency,reporter_type,organization_type,agency_voms,mode,type_of_service,primary_uza_code,primary_uza_name,primary_uza_area_sq_miles,primary_uza_population,service_area_sq_miles,service_area_population,year,vehicles_operated_at_maximum_service_voms,vehicles_available_for_maximum_service_vams,rail_y_n,fixed_route_y_n,time_period,time_service_begins,time_service_ends,vehicles_passenger_cars_in_operation,actual_vehicles_passenger_car_miles,actual_vehicles_passenger_car_revenue_miles,actual_vehicles_passenger_deadhead_miles,actual_vehicles_passenger_car_hours,actual_vehicles_passenger_car_revenue_hours,actual_vehicles_passenger_car_deadhead_hours,unlinked_passenger_trips_upt,passenger_miles,days_of_service_operated,vehicles_passenger_cars_operated_in_maximum_service,vehicles_passenger_cars_available_for_maximum_service,ada_upt,scheduled_vehicles_passenger_car_revenue_miles,charter_service_hours,school_bus_hours,days_not_operated_due_to_strikes,sponsored_service_upt,trains_in_operation,train_miles,train_revenue_miles,train_deadhead_miles,train_hours,train_revenue_hours,train_deadhead_hours
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",290,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2018,174,193,N,N,Average Typical Saturday,5:30 AM,9:30 PM,100,19689,17050,2639,1019,842,177,1449,16640,52,,,,,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",290,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2018,174,193,N,N,Average Typical Sunday,5:30 AM,9:30 PM,60,12653,10957,1696,654,540,114,784,7067,55,,,,,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",290,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2018,174,193,N,N,Annual Total,,,,10538160,9125534,1412626,545487,450828,94659,723474,9390693,,174,193,723474,,0,0,,0,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",290,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2018,116,151,N,Y,Average Weekday - AM Peak,5:00 AM,9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",290,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2018,116,151,N,Y,Average Weekday - Midday,9:30 AM,2:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",290,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2018,116,151,N,Y,Average Weekday - PM Peak,2:30 PM,10:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",290,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2018,116,151,N,Y,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",290,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2018,116,151,N,Y,Average Typical Weekday,5:00 AM,10:30 PM,116,24786,22325,2461,1405,1280,125,12665,88656,253,,,,22559,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",290,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2018,116,151,N,Y,Average Typical Saturday,5:00 AM,10:00 PM,94,18916,17038,1878,1009,920,89,9591,71259,54,,,,17184,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",290,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2018,116,151,N,Y,Average Typical Sunday,5:00 AM,10:00 PM,42,8999,8106,893,434,400,34,3479,29574,55,,,,8187,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",290,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2018,116,151,N,Y,Annual Total,,,,7787349,7014046,773303,434084,395558,38526,3913543,27882104,,116,151,,7085668,0,0,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,,,N,N,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,,,N,N,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,,,N,N,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,,,N,N,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,,,N,N,Average Typical Weekday,5:30:00,21:30:00,176,36022,30288,5734,1825,1523,302,2458,33358,255,,,,,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,,,N,N,Average Typical Saturday,5:30:00,21:30:00,100,20478,17218,3260,1038,866,172,1429,16409,52,,,,,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,,,N,N,Average Typical Sunday,5:30:00,21:30:00,69,14289,12015,2274,724,604,120,938,8465,55,,,,,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,176,190,N,N,Annual Total,,,,11036519,9279618,1756901,559118,466562,92556,752779,9771071,,176,190,752779,,0,0,,0,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,,,N,Y,Average Weekday - AM Peak,5:00:00,9:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,,,N,Y,Average Weekday - Midday,9:30:00,14:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,,,N,Y,Average Weekday - PM Peak,14:30:00,22:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,,,N,Y,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,,,N,Y,Average Typical Weekday,5:00:00,22:30:00,116,25388,22605,2783,1414,1292,122,11850,82948,252,,,,22627,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,,,N,Y,Average Typical Saturday,5:00:00,22:00:00,94,19187,17083,2104,1008,919,89,9107,67666,55,,,,17096,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,,,N,Y,Average Typical Sunday,5:00:00,22:00:00,42,8992,8006,986,440,407,33,3413,29010,55,,,,8014,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,116,170,N,Y,Annual Total,,,,7947653,7076423,871230,435973,398528,37445,3674726,26180648,,116,170,,7082946,0,0,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1476601,2020,,,N,,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1476601,2020,,,N,,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1476601,2020,,,N,,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1476601,2020,,,N,,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1476601,2020,,,N,,Average Typical Weekday,0.229166667,0.895833333,128,23228,18993,4235,1194,964,230,1406,18926,257,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1476601,2020,,,N,,Average Typical Saturday,0.229166667,0.895833333,100,13294,11083,2211,697,563,134,834,9767,51,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1476601,2020,,,N,,Average Typical Sunday,0.229166667,0.895833333,69,8602,7034,1568,442,357,85,464,4182,55,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1476601,2020,176,184,N,,Annual Total,,,,7134002,5846004,1287998,366843,296142,70701,427329,5546730,,176,184,427329,,0,0,,0,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1476601,2020,,,N,,Average Weekday - AM Peak,0.208333333,0.395833333,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1476601,2020,,,N,,Average Weekday - Midday,0.395833333,0.604166667,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1476601,2020,,,N,,Average Weekday - PM Peak,0.604166667,0.9375,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1476601,2020,,,N,,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1476601,2020,,,N,,Average Typical Weekday,0.208333333,0.9375,116,25824,23158,2666,1402,1274,128,6760,47323,254,,,,23195,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1476601,2020,,,N,,Average Typical Saturday,0.208333333,0.916666667,94,19002,17040,1962,986,892,94,6784,50403,54,,,,17063,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1476601,2020,,,N,,Average Typical Sunday,0.208333333,0.916666667,42,8922,8001,921,419,383,36,2752,23391,55,,,,8014,,,0,,,,,,,,
20072,20072,Suffolk County,Full Reporter,"City, County or Local Government Unit or Department of Transportation",292,MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1476601,2020,116,163,N,,Annual Total,,,,8076079,7242496,833583,432470,392665,39805,2234828,15922070,,116,163,,7253581,0,0,,,,,,,,,
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1014,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11352004,2014,1014,1185,Y,Y,Average Weekday - AM Peak,6:00:00,10:01:00,110,,,,,,,,,,,,,,,,,,110,,,,,,
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1014,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11352004,2014,1014,1185,Y,Y,Average Weekday - Midday,10:01:00,16:00:00,72,,,,,,,,,,,,,,,,,,72,,,,,,
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1014,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11352004,2014,1014,1185,Y,Y,Average Weekday - PM Peak,16:00:00,20:00:00,108,,,,,,,,,,,,,,,,,,108,,,,,,
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1014,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11352004,2014,1014,1185,Y,Y,Average Weekday - Other,,,84,,,,,,,,,,,,,,,,,,84,,,,,,
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1014,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11352004,2014,1014,1185,Y,Y,Average Typical Weekday,0:00:00,23:59:00,114,239764,202652,37112,7712,6547,1165,333611,6349894,251,,,,203793,,,,,114,26963,23041,37112,878,759,1165
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1014,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11352004,2014,1014,1185,Y,Y,Average Typical Saturday,0:00:00,23:59:00,78,140567,137969,2598,4642,4592,50,143887,3697126,55,,,,138746,,,,,78,16484,16032,2598,532,529,50
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1014,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11352004,2014,1014,1185,Y,Y,Average Typical Sunday,0:00:00,23:59:00,78,140302,138342,1960,4672,4574,98,105414,2035301,59,,,,139121,,,,,78,16409,16064,1960,530,526,98
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1014,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11352004,2014,1014,1185,Y,Y,Annual Total,,,,76189734,66616031,9573703,2380596,2079945,300651,97869572,1917248083,,1014,1185,,67224820,,,,,,8746392,7690115,9573703,287280,254485,300651
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1019,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11413342,2015,1019,1185,Y,Y,Average Weekday - AM Peak,6:00:00,10:01:00,112,,,,,,,,,,,,,,,,,,112,,,,,,
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1019,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11413342,2015,1019,1185,Y,Y,Average Weekday - Midday,10:01:00,16:00:00,68,,,,,,,,,,,,,,,,,,68,,,,,,
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1019,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11413342,2015,1019,1185,Y,Y,Average Weekday - PM Peak,16:00:00,20:00:00,109,,,,,,,,,,,,,,,,,,109,,,,,,
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1019,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11413342,2015,1019,1185,Y,Y,Average Weekday - Other,,,81,,,,,,,,,,,,,,,,,,81,,,,,,
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1019,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11413342,2015,1019,1185,Y,Y,Average Typical Weekday,0:00:00,23:59:00,115,237849,202731,35118,7727,6590,1137,334650,7954070,254,,,,204305,,,,,115,27036,23027,35118,881,762,1137
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1019,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11413342,2015,1019,1185,Y,Y,Average Typical Saturday,0:00:00,23:59:00,79,142114,138644,3470,4475,4413,62,141336,3852315,52,,,,139720,,,,,79,16610,16150,3470,535,530,62
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1019,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11413342,2015,1019,1185,Y,Y,Average Typical Sunday,0:00:00,23:59:00,80,141709,139535,2174,4538,4451,87,107600,3273901,59,,,,140618,,,,,80,16645,16100,2174,542,534,87
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1019,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11413342,2015,1019,1185,Y,Y,Annual Total,,,,76164503,67522769,8641734,2436295,2129688,306607,98699512,2220654580,,1019,1185,,67526132,,,,,,8784450,7695281,8641734,289688,256219,306607
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1020,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11391756,2016,1020,1185,Y,Y,Average Weekday - AM Peak,6:00:00,10:01:00,113,,,,,,,,,,,,,,,,,,113,,,,,,
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1020,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11391756,2016,1020,1185,Y,Y,Average Weekday - Midday,10:01:00,16:00:00,78,,,,,,,,,,,,,,,,,,78,,,,,,
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1020,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11391756,2016,1020,1185,Y,Y,Average Weekday - PM Peak,16:00:00,20:00:00,108,,,,,,,,,,,,,,,,,,108,,,,,,
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1020,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11391756,2016,1020,1185,Y,Y,Average Weekday - Other,,,83,,,,,,,,,,,,,,,,,,83,,,,,,
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1020,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11391756,2016,1020,1185,Y,Y,Average Typical Weekday,0:00:00,23:59:00,116,239183,202510,36673,7645,6547,1098,349472,7295792,253,,,,204020,,,,,116,26923,22984,36673,872,757,1098
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1020,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11391756,2016,1020,1185,Y,Y,Average Typical Saturday,0:00:00,23:59:00,78,139867,137423,2444,4095,4061,34,146397,5713303,54,,,,138448,,,,,78,16337,16000,2444,478,474,34
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1020,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11391756,2016,1020,1185,Y,Y,Average Typical Sunday,0:00:00,23:59:00,79,139501,137309,2192,4084,3991,93,116247,4871176,59,,,,138333,,,,,79,16341,15906,2192,476,467,93
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1020,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11391756,2016,1020,1185,Y,Y,Annual Total,,,,76296737,66763465,9533272,2468159,2175341,292818,103196857,2154354158,,1020,1185,,67254857,,,,,,8774670,7703687,9533272,274512,257220,292818
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1036,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11485165,2017,1036,1183,Y,Y,Average Weekday - AM Peak,6:00:00,10:01:00,112,,,,,,,,,,,,,,,,,,112,,,,,,
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1036,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11485165,2017,1036,1183,Y,Y,Average Weekday - Midday,10:01:00,16:00:00,75,,,,,,,,,,,,,,,,,,75,,,,,,
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1036,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11485165,2017,1036,1183,Y,Y,Average Weekday - PM Peak,16:00:00,20:00:00,107,,,,,,,,,,,,,,,,,,107,,,,,,
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1036,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11485165,2017,1036,1183,Y,Y,Average Weekday - Other,,,79,,,,,,,,,,,,,,,,,,79,,,,,,
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1036,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11485165,2017,1036,1183,Y,Y,Average Typical Weekday,0:00:00,23:59:00,114,237391,201638,35753,7665,6566,1099,359956,10269431,254,,,,203387,,,,,114,26891,22956,35753,875,758,1099
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1036,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11485165,2017,1036,1183,Y,Y,Average Typical Saturday,0:00:00,23:59:00,78,140781,135763,5018,3855,3810,45,146784,3598937,52,,,,136941,,,,,78,16318,15980,5018,515,512,45
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1036,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11485165,2017,1036,1183,Y,Y,Average Typical Sunday,0:00:00,23:59:00,77,138879,136685,2194,3962,3874,88,123073,3411731,59,,,,137871,,,,,77,16366,15896,2194,514,511,88
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1036,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11485165,2017,1036,1183,Y,Y,Annual Total,,,,75811787,67046480,8765307,2381128,2125167,255961,103630405,2996872220,,1036,1183,,67076854,,,,,,8644444,7599648,8765307,279356,249305,255961
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1026,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11238184,2018,1026,1030,Y,Y,Average Weekday - AM Peak,6:00 AM,10:01 AM,979,,,,,,,,,,,,,,,,,,112,,,,,,
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1026,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11238184,2018,1026,1030,Y,Y,Average Weekday - Midday,10:01 AM,4:00 PM,616,,,,,,,,,,,,,,,,,,78,,,,,,
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1026,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11238184,2018,1026,1030,Y,Y,Average Weekday - PM Peak,4:00 PM,8:00 PM,979,,,,,,,,,,,,,,,,,,113,,,,,,
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1026,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11238184,2018,1026,1030,Y,Y,Average Weekday - Other,,,684,,,,,,,,,,,,,,,,,,86,,,,,,
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1026,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11238184,2018,1026,1030,Y,Y,Average Typical Weekday,12:00 AM,11:59 PM,981,238873,202186,36687,7615,6483,1132,382014,10442800,253,,,,204084,,,0,,115,26722,22845,3877,862,747,115
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1026,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11238184,2018,1026,1030,Y,Y,Average Typical Saturday,12:00 AM,11:59 PM,656,132733,129660,3073,4804,4690,114,146784,7002244,52,,,,130877,,,0,,77,15510,15094,416,580,566,14
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1026,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11238184,2018,1026,1030,Y,Y,Average Typical Sunday,12:00 AM,11:59 PM,640,134931,132346,2585,4707,4655,52,123073,6663614,60,,,,133588,,,0,,76,15857,15458,399,562,558,4
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1026,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11238184,2018,1026,1030,Y,Y,Annual Total,,,,75432911,66508822,8924089,2400318,2098218,302100,105538101,3405961936,,1026,1030,,66454127,,,,,,8664416,7612216,1052200,286508,253603,32905
20100,20100,MTA Long Island Rail Road,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",1026,CR,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,2967,11170342,2019,,,Y,Y,Average Weekday - AM Peak,6:00:00,10:00:00,987,,,,,,,,,,,,,,,,,,111,,,,,,
